COMMODITY_SITC,COUNTRY_DEST,STATE_ORIGIN,FREQ,TIME_PERIOD,value
Total,Total,Total,Monthly,2015-12,20563697
Total,Total,Total,Monthly,2016-01,17133906
Total,Total,Total,Monthly,2016-02,18502294
Total,Total,Total,Monthly,2016-03,20502731
Total,Total,Total,Monthly,2016-04,19689755
Total,Total,Total,Monthly,2016-05,20673428
Total,Total,Total,Monthly,2016-06,20400902
Total,Total,Total,Monthly,2016-07,21089206
Total,Total,Total,Monthly,2016-08,21551791
Total,Total,Total,Monthly,2016-09,21653193
Total,Total,Total,Monthly,2016-10,22296517
Total,Total,Total,Monthly,2016-11,25246575
Total,Total,Total,Monthly,2016-12,29727750
Total,Total,Total,Monthly,2017-01,23677160
Total,Total,Total,Monthly,2017-02,23994123
Total,Total,Total,Monthly,2017-03,26886044
Total,Total,Total,Monthly,2017-04,22965565
Total,Total,Total,Monthly,2017-05,26172370
Total,Total,Total,Monthly,2017-06,25619416
Total,Total,Total,Monthly,2017-07,25115734
Total,Total,Total,Monthly,2017-08,25163123
Total,Total,Total,Monthly,2017-09,25264676
Total,Total,Total,Monthly,2017-10,24550487
Total,Total,Total,Monthly,2017-11,24751912
Total,Total,Total,Monthly,2017-12,27174096
Total,Total,Total,Monthly,2018-01,25212698
Total,Total,Total,Monthly,2018-02,25164786
Total,Total,Total,Monthly,2018-03,27876607
Total,Total,Total,Monthly,2018-04,26130090
Total,Total,Total,Monthly,2018-05,28306429
Total,Total,Total,Monthly,2018-06,29767829
Total,Total,Total,Monthly,2018-07,29319556
Total,Total,Total,Monthly,2018-08,30035258
Total,Total,Total,Monthly,2018-09,29503229
Total,Total,Total,Monthly,2018-10,30620354
Total,Total,Total,Monthly,2018-11,30536453
Total,Total,Total,Monthly,2018-12,32142301
Total,Total,Total,Monthly,2019-01,29756106
Total,Total,Total,Monthly,2019-02,29181857
Total,Total,Total,Monthly,2019-03,31254112
Total,Total,Total,Monthly,2019-04,31141833
Total,Total,Total,Monthly,2019-05,34039063
Total,Total,Total,Monthly,2019-06,35091869
Total,Total,Total,Monthly,2019-07,35353590
Total,Total,Total,Monthly,2019-08,33870258
Total,Total,Total,Monthly,2019-09,32952520
Total,Total,Total,Monthly,2019-10,31451204
Total,Total,Total,Monthly,2019-11,31803123
Total,Total,Total,Monthly,2019-12,34085133
Total,Total,Total,Monthly,2020-01,28444803
Total,Total,Total,Monthly,2020-02,27513753
Total,Total,Total,Monthly,2020-03,35513893
Total,Total,Total,Monthly,2020-04,30972501
Total,Total,Total,Monthly,2020-05,29080608
Total,Total,Total,Monthly,2020-06,30946229
Total,Total,Total,Monthly,2020-07,28658675
Total,Total,Total,Monthly,2020-08,27981225
Total,Total,Total,Monthly,2020-09,28230852
Total,Total,Total,Monthly,2020-10,30045495
Total,Total,Total,Monthly,2020-11,30130593
Total,Total,Total,Monthly,2020-12,35207899
Total,Total,Total,Monthly,2021-01,31797082
Total,Total,Total,Monthly,2021-02,31872040
Total,Total,Total,Monthly,2021-03,35969220
Total,Total,Total,Monthly,2021-04,35414340
Total,Total,Total,Monthly,2021-05,38563374
Total,Total,Total,Monthly,2021-06,41154233
Total,Total,Total,Monthly,2021-07,41927962
Total,Total,Total,Monthly,2021-08,42191113
Total,Total,Total,Monthly,2021-09,37847725
Total,Total,Total,Monthly,2021-10,38002819
Total,Total,Total,Monthly,2021-11,40348115
Total,Total,Total,Monthly,2021-12,43081461
Total,Total,Total,Monthly,2022-01,42480151
Total,Total,Total,Monthly,2022-02,41128528
Total,Total,Total,Monthly,2022-03,46875057
Total,Total,Total,Monthly,2022-04,47453368
Total,Total,Total,Monthly,2022-05,52291535
Total,Total,Total,Monthly,2022-06,57497821
Total,Total,Total,Monthly,2022-07,47226609
Total,Total,Total,Monthly,2022-08,50359356
Total,Total,Total,Monthly,2022-09,52783594
Total,Total,Total,Monthly,2022-10,52166556
Total,Total,Total,Monthly,2022-11,50194070
Total,Total,Total,Monthly,2022-12,53406926
Total,Total,Total,Monthly,2023-01,48295821
Total,Total,Total,Monthly,2023-02,44285987
Total,Total,Total,Monthly,2023-03,51876433
Total,Total,Total,Monthly,2023-04,44596640
Total,Total,Total,Monthly,2023-05,48009194
Total,Total,Total,Monthly,2023-06,47238439
Total,Total,Total,Monthly,2023-07,42963870
Total,Total,Total,Monthly,2023-08,46379953
Total,Total,Total,Monthly,2023-09,43988086
Total,Total,Total,Monthly,2023-10,46157822
Total,Total,Total,Monthly,2023-11,46167396
Total,Total,Total,Monthly,2023-12,48565865
Total,Total,Total,Monthly,2024-01,43904049
Total,Total,Total,Monthly,2024-02,42435908
Total,Total,Total,Monthly,2024-03,44366863
Total,Total,Total,Monthly,2024-04,41964652
Food and live animals,Total,Total,Monthly,2000-01,1150242
Food and live animals,Total,Total,Monthly,2000-02,1488243
Food and live animals,Total,Total,Monthly,2000-03,1580149
Food and live animals,Total,Total,Monthly,2000-04,1487992
Food and live animals,Total,Total,Monthly,2000-05,1545215
Food and live animals,Total,Total,Monthly,2000-06,1449668
Food and live animals,Total,Total,Monthly,2000-07,1544111
Food and live animals,Total,Total,Monthly,2000-08,1613773
Food and live animals,Total,Total,Monthly,2000-09,1647862
Food and live animals,Total,Total,Monthly,2000-10,1845437
Food and live animals,Total,Total,Monthly,2000-11,1836870
Food and live animals,Total,Total,Monthly,2000-12,1775564
Food and live animals,Total,Total,Monthly,2001-01,1388870
Food and live animals,Total,Total,Monthly,2001-02,1641614
Food and live animals,Total,Total,Monthly,2001-03,1890598
Food and live animals,Total,Total,Monthly,2001-04,1801240
Food and live animals,Total,Total,Monthly,2001-05,1950647
Food and live animals,Total,Total,Monthly,2001-06,1822635
Food and live animals,Total,Total,Monthly,2001-07,1846083
Food and live animals,Total,Total,Monthly,2001-08,1915272
Food and live animals,Total,Total,Monthly,2001-09,1932207
Food and live animals,Total,Total,Monthly,2001-10,1968921
Food and live animals,Total,Total,Monthly,2001-11,1930839
Food and live animals,Total,Total,Monthly,2001-12,1901093
Food and live animals,Total,Total,Monthly,2002-01,1703766
Food and live animals,Total,Total,Monthly,2002-02,1778125
Food and live animals,Total,Total,Monthly,2002-03,1853026
Food and live animals,Total,Total,Monthly,2002-04,1912566
Food and live animals,Total,Total,Monthly,2002-05,1880807
Food and live animals,Total,Total,Monthly,2002-06,1757700
Food and live animals,Total,Total,Monthly,2002-07,1676067
Food and live animals,Total,Total,Monthly,2002-08,1823131
Food and live animals,Total,Total,Monthly,2002-09,1659828
Food and live animals,Total,Total,Monthly,2002-10,1774363
Food and live animals,Total,Total,Monthly,2002-11,1690477
Food and live animals,Total,Total,Monthly,2002-12,1632276
Food and live animals,Total,Total,Monthly,2003-01,1329602
Food and live animals,Total,Total,Monthly,2003-02,1361933
Food and live animals,Total,Total,Monthly,2003-03,1471391
Food and live animals,Total,Total,Monthly,2003-04,1366414
Food and live animals,Total,Total,Monthly,2003-05,1371559
Food and live animals,Total,Total,Monthly,2003-06,1242503
Food and live animals,Total,Total,Monthly,2003-07,1257949
Food and live animals,Total,Total,Monthly,2003-08,1291261
Food and live animals,Total,Total,Monthly,2003-09,1343497
Food and live animals,Total,Total,Monthly,2003-10,1443182
Food and live animals,Total,Total,Monthly,2003-11,1370197
Food and live animals,Total,Total,Monthly,2003-12,1536000
Food and live animals,Total,Total,Monthly,2004-01,1413554
Food and live animals,Total,Total,Monthly,2004-02,1595926
Food and live animals,Total,Total,Monthly,2004-03,1582263
Food and live animals,Total,Total,Monthly,2004-04,1703268
Food and live animals,Total,Total,Monthly,2004-05,1884874
Food and live animals,Total,Total,Monthly,2004-06,1918179
Food and live animals,Total,Total,Monthly,2004-07,1796003
Food and live animals,Total,Total,Monthly,2004-08,1765254
Food and live animals,Total,Total,Monthly,2004-09,1751767
Food and live animals,Total,Total,Monthly,2004-10,1729660
Food and live animals,Total,Total,Monthly,2004-11,1657793
Food and live animals,Total,Total,Monthly,2004-12,1639392
Food and live animals,Total,Total,Monthly,2005-01,1411124
Food and live animals,Total,Total,Monthly,2005-02,1537830
Food and live animals,Total,Total,Monthly,2005-03,1572601
Food and live animals,Total,Total,Monthly,2005-04,1601470
Food and live animals,Total,Total,Monthly,2005-05,1584724
Food and live animals,Total,Total,Monthly,2005-06,1533193
Food and live animals,Total,Total,Monthly,2005-07,1559412
Food and live animals,Total,Total,Monthly,2005-08,1570829
Food and live animals,Total,Total,Monthly,2005-09,1534175
Food and live animals,Total,Total,Monthly,2005-10,1577838
Food and live animals,Total,Total,Monthly,2005-11,1530716
Food and live animals,Total,Total,Monthly,2005-12,1725058
Food and live animals,Total,Total,Monthly,2006-01,1425252
Food and live animals,Total,Total,Monthly,2006-02,1542495
Food and live animals,Total,Total,Monthly,2006-03,1787756
Food and live animals,Total,Total,Monthly,2006-04,1644334
Food and live animals,Total,Total,Monthly,2006-05,1747114
Food and live animals,Total,Total,Monthly,2006-06,1633115
Food and live animals,Total,Total,Monthly,2006-07,1697794
Food and live animals,Total,Total,Monthly,2006-08,1824952
Food and live animals,Total,Total,Monthly,2006-09,1731194
Food and live animals,Total,Total,Monthly,2006-10,1716080
Food and live animals,Total,Total,Monthly,2006-11,1682427
Food and live animals,Total,Total,Monthly,2006-12,1634869
Food and live animals,Total,Total,Monthly,2007-01,1281801
Food and live animals,Total,Total,Monthly,2007-02,1456953
Food and live animals,Total,Total,Monthly,2007-03,1577372
Food and live animals,Total,Total,Monthly,2007-04,1396702
Food and live animals,Total,Total,Monthly,2007-05,1480222
Food and live animals,Total,Total,Monthly,2007-06,1330255
Food and live animals,Total,Total,Monthly,2007-07,1443580
Food and live animals,Total,Total,Monthly,2007-08,1437698
Food and live animals,Total,Total,Monthly,2007-09,1516279
Food and live animals,Total,Total,Monthly,2007-10,1405875
Food and live animals,Total,Total,Monthly,2007-11,1454564
Food and live animals,Total,Total,Monthly,2007-12,1647104
Food and live animals,Total,Total,Monthly,2008-01,1374777
Food and live animals,Total,Total,Monthly,2008-02,1628009
Food and live animals,Total,Total,Monthly,2008-03,1752925
Food and live animals,Total,Total,Monthly,2008-04,1893921
Food and live animals,Total,Total,Monthly,2008-05,2048025
Food and live animals,Total,Total,Monthly,2008-06,1700301
Food and live animals,Total,Total,Monthly,2008-07,1648444
Food and live animals,Total,Total,Monthly,2008-08,1856941
Food and live animals,Total,Total,Monthly,2008-09,1702149
Food and live animals,Total,Total,Monthly,2008-10,2098047
Food and live animals,Total,Total,Monthly,2008-11,1980271
Food and live animals,Total,Total,Monthly,2008-12,2130327
Food and live animals,Total,Total,Monthly,2009-01,1715249
Food and live animals,Total,Total,Monthly,2009-02,2077351
Food and live animals,Total,Total,Monthly,2009-03,2430482
Food and live animals,Total,Total,Monthly,2009-04,1999611
Food and live animals,Total,Total,Monthly,2009-05,2011048
Food and live animals,Total,Total,Monthly,2009-06,1801929
Food and live animals,Total,Total,Monthly,2009-07,1724523
Food and live animals,Total,Total,Monthly,2009-08,1753333
Food and live animals,Total,Total,Monthly,2009-09,1549761
Food and live animals,Total,Total,Monthly,2009-10,1450434
Food and live animals,Total,Total,Monthly,2009-11,1462433
Food and live animals,Total,Total,Monthly,2009-12,1648625
Food and live animals,Total,Total,Monthly,2010-01,1431551
Food and live animals,Total,Total,Monthly,2010-02,1576597
Food and live animals,Total,Total,Monthly,2010-03,1821933
Food and live animals,Total,Total,Monthly,2010-04,1568430
Food and live animals,Total,Total,Monthly,2010-05,1919350
Food and live animals,Total,Total,Monthly,2010-06,1737883
Food and live animals,Total,Total,Monthly,2010-07,1904163
Food and live animals,Total,Total,Monthly,2010-08,1832515
Food and live animals,Total,Total,Monthly,2010-09,1632703
Food and live animals,Total,Total,Monthly,2010-10,1882909
Food and live animals,Total,Total,Monthly,2010-11,1663979
Food and live animals,Total,Total,Monthly,2010-12,1902205
Food and live animals,Total,Total,Monthly,2011-01,1580892
Food and live animals,Total,Total,Monthly,2011-02,1988954
Food and live animals,Total,Total,Monthly,2011-03,2102997
Food and live animals,Total,Total,Monthly,2011-04,2022666
Food and live animals,Total,Total,Monthly,2011-05,2162709
Food and live animals,Total,Total,Monthly,2011-06,1948228
Food and live animals,Total,Total,Monthly,2011-07,2007468
Food and live animals,Total,Total,Monthly,2011-08,2022189
Food and live animals,Total,Total,Monthly,2011-09,1997997
Food and live animals,Total,Total,Monthly,2011-10,2085689
Food and live animals,Total,Total,Monthly,2011-11,2031859
Food and live animals,Total,Total,Monthly,2011-12,2236136
Food and live animals,Total,Total,Monthly,2012-01,1855052
Food and live animals,Total,Total,Monthly,2012-02,1987504
Food and live animals,Total,Total,Monthly,2012-03,2135233
Food and live animals,Total,Total,Monthly,2012-04,2119849
Food and live animals,Total,Total,Monthly,2012-05,2295804
Food and live animals,Total,Total,Monthly,2012-06,2229271
Food and live animals,Total,Total,Monthly,2012-07,2114629
Food and live animals,Total,Total,Monthly,2012-08,2157568
Food and live animals,Total,Total,Monthly,2012-09,2007548
Food and live animals,Total,Total,Monthly,2012-10,2127894
Food and live animals,Total,Total,Monthly,2012-11,2020465
Food and live animals,Total,Total,Monthly,2012-12,2211890
Food and live animals,Total,Total,Monthly,2013-01,1844486
Food and live animals,Total,Total,Monthly,2013-02,2154620
Food and live animals,Total,Total,Monthly,2013-03,2388965
Food and live animals,Total,Total,Monthly,2013-04,2197558
Food and live animals,Total,Total,Monthly,2013-05,2551518
Food and live animals,Total,Total,Monthly,2013-06,2296029
Food and live animals,Total,Total,Monthly,2013-07,2278393
Food and live animals,Total,Total,Monthly,2013-08,2343890
Food and live animals,Total,Total,Monthly,2013-09,2079134
Food and live animals,Total,Total,Monthly,2013-10,2124703
Food and live animals,Total,Total,Monthly,2013-11,2073475
Food and live animals,Total,Total,Monthly,2013-12,2780087
Food and live animals,Total,Total,Monthly,2014-01,2424343
Food and live animals,Total,Total,Monthly,2014-02,2714478
Food and live animals,Total,Total,Monthly,2014-03,2976615
Food and live animals,Total,Total,Monthly,2014-04,2611611
Food and live animals,Total,Total,Monthly,2014-05,2698291
Food and live animals,Total,Total,Monthly,2014-06,2426772
Food and live animals,Total,Total,Monthly,2014-07,2541214
Food and live animals,Total,Total,Monthly,2014-08,2443809
Food and live animals,Total,Total,Monthly,2014-09,2346980
Food and live animals,Total,Total,Monthly,2014-10,2394094
Food and live animals,Total,Total,Monthly,2014-11,2521413
Food and live animals,Total,Total,Monthly,2014-12,3004283
Food and live animals,Total,Total,Monthly,2015-01,2287807
Food and live animals,Total,Total,Monthly,2015-02,3016682
Food and live animals,Total,Total,Monthly,2015-03,3282995
Food and live animals,Total,Total,Monthly,2015-04,3013869
Food and live animals,Total,Total,Monthly,2015-05,3298609
Food and live animals,Total,Total,Monthly,2015-06,3034326
